,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,date_id,CASHBACK_STORE_1,CASHBACK_STORE_2,CASHBACK_STORE_3
375,2012-02-08,11202,Wednesday,5,2,2012,,,,,376,1,1,0
376,2012-02-09,11202,Thursday,6,2,2012,,,,,377,1,1,1
377,2012-02-10,11202,Friday,7,2,2012,,,,,378,0,1,0
378,2012-02-11,11203,Saturday,1,2,2012,,,,,379,1,0,1
379,2012-02-12,11203,Sunday,2,2,2012,,,,,380,1,0,1
380,2012-02-13,11203,Monday,3,2,2012,,,,,381,0,0,1
381,2012-02-14,11203,Tuesday,4,2,2012,ValentinesDay,Cultural,,,382,1,0,0
382,2012-02-15,11203,Wednesday,5,2,2012,,,,,383,1,0,1
383,2012-02-16,11203,Thursday,6,2,2012,,,,,384,0,0,0
384,2012-02-17,11203,Friday,7,2,2012,,,,,385,0,0,0
385,2012-02-18,11204,Saturday,1,2,2012,,,,,386,0,0,0
386,2012-02-19,11204,Sunday,2,2,2012,,,,,387,0,0,0
387,2012-02-20,11204,Monday,3,2,2012,PresidentsDay,National,,,388,0,0,0
388,2012-02-21,11204,Tuesday,4,2,2012,,,,,389,0,0,0
389,2012-02-22,11204,Wednesday,5,2,2012,LentStart,Religious,,,390,0,0,0
390,2012-02-23,11204,Thursday,6,2,2012,,,,,391,0,0,0
391,2012-02-24,11204,Friday,7,2,2012,,,,,392,0,0,0
392,2012-02-25,11205,Saturday,1,2,2012,,,,,393,0,0,0
393,2012-02-26,11205,Sunday,2,2,2012,,,,,394,0,0,0
394,2012-02-27,11205,Monday,3,2,2012,,,,,395,0,0,0
395,2012-02-28,11205,Tuesday,4,2,2012,,,,,396,0,0,0
396,2012-02-29,11205,Wednesday,5,2,2012,LentWeek2,Religious,,,397,0,0,0
397,2012-03-01,11205,Thursday,6,3,2012,,,,,398,0,1,1
398,2012-03-02,11205,Friday,7,3,2012,,,,,399,1,1,0
399,2012-03-03,11206,Saturday,1,3,2012,,,,,400,1,1,1
400,2012-03-04,11206,Sunday,2,3,2012,,,,,401,0,1,0
401,2012-03-05,11206,Monday,3,3,2012,,,,,402,1,1,1
402,2012-03-06,11206,Tuesday,4,3,2012,,,,,403,1,1,1
403,2012-03-07,11206,Wednesday,5,3,2012,,,,,404,0,1,1
404,2012-03-08,11206,Thursday,6,3,2012,Purim End,Religious,,,405,1,1,0
405,2012-03-09,11206,Friday,7,3,2012,,,,,406,1,1,1
406,2012-03-10,11207,Saturday,1,3,2012,,,,,407,0,1,0
407,2012-03-11,11207,Sunday,2,3,2012,,,,,408,1,0,1
408,2012-03-12,11207,Monday,3,3,2012,,,,,409,1,0,1
409,2012-03-13,11207,Tuesday,4,3,2012,,,,,410,0,0,1
410,2012-03-14,11207,Wednesday,5,3,2012,,,,,411,1,0,0
411,2012-03-15,11207,Thursday,6,3,2012,,,,,412,1,0,1
412,2012-03-16,11207,Friday,7,3,2012,,,,,413,0,0,0
413,2012-03-17,11208,Saturday,1,3,2012,StPatricksDay,Cultural,,,414,0,0,0
414,2012-03-18,11208,Sunday,2,3,2012,,,,,415,0,0,0
415,2012-03-19,11208,Monday,3,3,2012,,,,,416,0,0,0
416,2012-03-20,11208,Tuesday,4,3,2012,,,,,417,0,0,0
417,2012-03-21,11208,Wednesday,5,3,2012,,,,,418,0,0,0
418,2012-03-22,11208,Thursday,6,3,2012,,,,,419,0,0,0
419,2012-03-23,11208,Friday,7,3,2012,,,,,420,0,0,0
420,2012-03-24,11209,Saturday,1,3,2012,,,,,421,0,0,0
421,2012-03-25,11209,Sunday,2,3,2012,,,,,422,0,0,0
422,2012-03-26,11209,Monday,3,3,2012,,,,,423,0,0,0
423,2012-03-27,11209,Tuesday,4,3,2012,,,,,424,0,0,0
424,2012-03-28,11209,Wednesday,5,3,2012,,,,,425,0,0,0
425,2012-03-29,11209,Thursday,6,3,2012,,,,,426,0,0,0
426,2012-03-30,11209,Friday,7,3,2012,,,,,427,0,0,0
427,2012-03-31,11210,Saturday,1,3,2012,,,,,428,0,0,0
428,2012-04-01,11210,Sunday,2,4,2012,,,,,429,0,1,1
429,2012-04-02,11210,Monday,3,4,2012,,,,,430,1,1,0
430,2012-04-03,11210,Tuesday,4,4,2012,,,,,431,1,1,1
431,2012-04-04,11210,Wednesday,5,4,2012,,,,,432,0,1,0
432,2012-04-05,11210,Thursday,6,4,2012,,,,,433,1,1,1
433,2012-04-06,11210,Friday,7,4,2012,,,,,434,1,1,1
434,2012-04-07,11211,Saturday,1,4,2012,,,,,435,0,1,1
435,2012-04-08,11211,Sunday,2,4,2012,Easter,Cultural,,,436,1,1,0
436,2012-04-09,11211,Monday,3,4,2012,,,,,437,1,1,1
437,2012-04-10,11211,Tuesday,4,4,2012,,,,,438,0,1,0
438,2012-04-11,11211,Wednesday,5,4,2012,,,,,439,1,0,1
439,2012-04-12,11211,Thursday,6,4,2012,,,,,440,1,0,1
440,2012-04-13,11211,Friday,7,4,2012,,,,,441,0,0,1
441,2012-04-14,11212,Saturday,1,4,2012,Pesach End,Religious,,,442,1,0,0
442,2012-04-15,11212,Sunday,2,4,2012,OrthodoxEaster,Religious,,,443,1,0,1
443,2012-04-16,11212,Monday,3,4,2012,,,,,444,0,0,0
444,2012-04-17,11212,Tuesday,4,4,2012,,,,,445,0,0,0
445,2012-04-18,11212,Wednesday,5,4,2012,,,,,446,0,0,0
446,2012-04-19,11212,Thursday,6,4,2012,,,,,447,0,0,0
447,2012-04-20,11212,Friday,7,4,2012,,,,,448,0,0,0
448,2012-04-21,11213,Saturday,1,4,2012,,,,,449,0,0,0
449,2012-04-22,11213,Sunday,2,4,2012,,,,,450,0,0,0
450,2012-04-23,11213,Monday,3,4,2012,,,,,451,0,0,0
451,2012-04-24,11213,Tuesday,4,4,2012,,,,,452,0,0,0
452,2012-04-25,11213,Wednesday,5,4,2012,,,,,453,0,0,0
453,2012-04-26,11213,Thursday,6,4,2012,,,,,454,0,0,0
454,2012-04-27,11213,Friday,7,4,2012,,,,,455,0,0,0
455,2012-04-28,11214,Saturday,1,4,2012,,,,,456,0,0,0
456,2012-04-29,11214,Sunday,2,4,2012,,,,,457,0,0,0
457,2012-04-30,11214,Monday,3,4,2012,,,,,458,0,0,0
458,2012-05-01,11214,Tuesday,4,5,2012,,,,,459,0,1,1
459,2012-05-02,11214,Wednesday,5,5,2012,,,,,460,1,1,0
460,2012-05-03,11214,Thursday,6,5,2012,,,,,461,1,1,1
461,2012-05-04,11214,Friday,7,5,2012,,,,,462,0,1,0
462,2012-05-05,11215,Saturday,1,5,2012,Cinco De Mayo,Cultural,,,463,1,1,1
463,2012-05-06,11215,Sunday,2,5,2012,,,,,464,1,1,1
464,2012-05-07,11215,Monday,3,5,2012,,,,,465,0,1,1
465,2012-05-08,11215,Tuesday,4,5,2012,,,,,466,1,1,0
466,2012-05-09,11215,Wednesday,5,5,2012,,,,,467,1,1,1
467,2012-05-10,11215,Thursday,6,5,2012,,,,,468,0,1,0
468,2012-05-11,11215,Friday,7,5,2012,,,,,469,1,0,1
469,2012-05-12,11216,Saturday,1,5,2012,,,,,470,1,0,1
470,2012-05-13,11216,Sunday,2,5,2012,Mother's day,Cultural,,,471,0,0,1
471,2012-05-14,11216,Monday,3,5,2012,,,,,472,1,0,0
472,2012-05-15,11216,Tuesday,4,5,2012,,,,,473,1,0,1
473,2012-05-16,11216,Wednesday,5,5,2012,,,,,474,0,0,0
474,2012-05-17,11216,Thursday,6,5,2012,,,,,475,0,0,0
475,2012-05-18,11216,Friday,7,5,2012,,,,,476,0,0,0
476,2012-05-19,11217,Saturday,1,5,2012,,,,,477,0,0,0
477,2012-05-20,11217,Sunday,2,5,2012,,,,,478,0,0,0
478,2012-05-21,11217,Monday,3,5,2012,,,,,479,0,0,0
479,2012-05-22,11217,Tuesday,4,5,2012,,,,,480,0,0,0
480,2012-05-23,11217,Wednesday,5,5,2012,,,,,481,0,0,0
481,2012-05-24,11217,Thursday,6,5,2012,,,,,482,0,0,0
482,2012-05-25,11217,Friday,7,5,2012,,,,,483,0,0,0
483,2012-05-26,11218,Saturday,1,5,2012,,,,,484,0,0,0
484,2012-05-27,11218,Sunday,2,5,2012,,,,,485,0,0,0
485,2012-05-28,11218,Monday,3,5,2012,MemorialDay,National,,,486,0,0,0
486,2012-05-29,11218,Tuesday,4,5,2012,,,,,487,0,0,0
487,2012-05-30,11218,Wednesday,5,5,2012,,,,,488,0,0,0
488,2012-05-31,11218,Thursday,6,5,2012,,,,,489,0,0,0
489,2012-06-01,11218,Friday,7,6,2012,,,,,490,0,1,1
490,2012-06-02,11219,Saturday,1,6,2012,,,,,491,1,1,0
491,2012-06-03,11219,Sunday,2,6,2012,,,,,492,1,1,1
492,2012-06-04,11219,Monday,3,6,2012,,,,,493,0,1,0
493,2012-06-05,11219,Tuesday,4,6,2012,,,,,494,1,1,1
494,2012-06-06,11219,Wednesday,5,6,2012,,,,,495,1,1,1
495,2012-06-07,11219,Thursday,6,6,2012,,,,,496,0,1,1
496,2012-06-08,11219,Friday,7,6,2012,,,,,497,1,1,0
497,2012-06-09,11220,Saturday,1,6,2012,,,,,498,1,1,1
498,2012-06-10,11220,Sunday,2,6,2012,,,,,499,0,1,0
499,2012-06-11,11220,Monday,3,6,2012,,,,,500,1,0,1
500,2012-06-12,11220,Tuesday,4,6,2012,NBAFinalsStart,Sporting,,,501,1,0,1
501,2012-06-13,11220,Wednesday,5,6,2012,,,,,502,0,0,1
502,2012-06-14,11220,Thursday,6,6,2012,,,,,503,1,0,0
503,2012-06-15,11220,Friday,7,6,2012,,,,,504,1,0,1
504,2012-06-16,11221,Saturday,1,6,2012,,,,,505,0,0,0
505,2012-06-17,11221,Sunday,2,6,2012,Father's day,Cultural,,,506,0,0,0
506,2012-06-18,11221,Monday,3,6,2012,,,,,507,0,0,0
507,2012-06-19,11221,Tuesday,4,6,2012,,,,,508,0,0,0
508,2012-06-20,11221,Wednesday,5,6,2012,,,,,509,0,0,0
509,2012-06-21,11221,Thursday,6,6,2012,NBAFinalsEnd,Sporting,,,510,0,0,0
510,2012-06-22,11221,Friday,7,6,2012,,,,,511,0,0,0
511,2012-06-23,11222,Saturday,1,6,2012,,,,,512,0,0,0
512,2012-06-24,11222,Sunday,2,6,2012,,,,,513,0,0,0
513,2012-06-25,11222,Monday,3,6,2012,,,,,514,0,0,0
514,2012-06-26,11222,Tuesday,4,6,2012,,,,,515,0,0,0
515,2012-06-27,11222,Wednesday,5,6,2012,,,,,516,0,0,0
516,2012-06-28,11222,Thursday,6,6,2012,,,,,517,0,0,0
517,2012-06-29,11222,Friday,7,6,2012,,,,,518,0,0,0
518,2012-06-30,11223,Saturday,1,6,2012,,,,,519,0,0,0
519,2012-07-01,11223,Sunday,2,7,2012,,,,,520,0,1,1
520,2012-07-02,11223,Monday,3,7,2012,,,,,521,1,1,0
521,2012-07-03,11223,Tuesday,4,7,2012,,,,,522,1,1,1
522,2012-07-04,11223,Wednesday,5,7,2012,IndependenceDay,National,,,523,0,1,0
523,2012-07-05,11223,Thursday,6,7,2012,,,,,524,1,1,1
524,2012-07-06,11223,Friday,7,7,2012,,,,,525,1,1,1
525,2012-07-07,11224,Saturday,1,7,2012,,,,,526,0,1,1
526,2012-07-08,11224,Sunday,2,7,2012,,,,,527,1,1,0
527,2012-07-09,11224,Monday,3,7,2012,,,,,528,1,1,1
528,2012-07-10,11224,Tuesday,4,7,2012,,,,,529,0,1,0
529,2012-07-11,11224,Wednesday,5,7,2012,,,,,530,1,0,1
530,2012-07-12,11224,Thursday,6,7,2012,,,,,531,1,0,1
531,2012-07-13,11224,Friday,7,7,2012,,,,,532,0,0,1
532,2012-07-14,11225,Saturday,1,7,2012,,,,,533,1,0,0
533,2012-07-15,11225,Sunday,2,7,2012,,,,,534,1,0,1
534,2012-07-16,11225,Monday,3,7,2012,,,,,535,0,0,0
535,2012-07-17,11225,Tuesday,4,7,2012,,,,,536,0,0,0
536,2012-07-18,11225,Wednesday,5,7,2012,,,,,537,0,0,0
537,2012-07-19,11225,Thursday,6,7,2012,,,,,538,0,0,0
538,2012-07-20,11225,Friday,7,7,2012,Ramadan starts,Religious,,,539,0,0,0
539,2012-07-21,11226,Saturday,1,7,2012,,,,,540,0,0,0
540,2012-07-22,11226,Sunday,2,7,2012,,,,,541,0,0,0
541,2012-07-23,11226,Monday,3,7,2012,,,,,542,0,0,0
542,2012-07-24,11226,Tuesday,4,7,2012,,,,,543,0,0,0
543,2012-07-25,11226,Wednesday,5,7,2012,,,,,544,0,0,0
544,2012-07-26,11226,Thursday,6,7,2012,,,,,545,0,0,0
545,2012-07-27,11226,Friday,7,7,2012,,,,,546,0,0,0
546,2012-07-28,11227,Saturday,1,7,2012,,,,,547,0,0,0
547,2012-07-29,11227,Sunday,2,7,2012,,,,,548,0,0,0
548,2012-07-30,11227,Monday,3,7,2012,,,,,549,0,0,0
549,2012-07-31,11227,Tuesday,4,7,2012,,,,,550,0,0,0
550,2012-08-01,11227,Wednesday,5,8,2012,,,,,551,0,1,1
551,2012-08-02,11227,Thursday,6,8,2012,,,,,552,1,1,0
552,2012-08-03,11227,Friday,7,8,2012,,,,,553,1,1,1
553,2012-08-04,11228,Saturday,1,8,2012,,,,,554,0,1,0
554,2012-08-05,11228,Sunday,2,8,2012,,,,,555,1,1,1
555,2012-08-06,11228,Monday,3,8,2012,,,,,556,1,1,1
556,2012-08-07,11228,Tuesday,4,8,2012,,,,,557,0,1,1
557,2012-08-08,11228,Wednesday,5,8,2012,,,,,558,1,1,0
558,2012-08-09,11228,Thursday,6,8,2012,,,,,559,1,1,1
559,2012-08-10,11228,Friday,7,8,2012,,,,,560,0,1,0
560,2012-08-11,11229,Saturday,1,8,2012,,,,,561,1,0,1
561,2012-08-12,11229,Sunday,2,8,2012,,,,,562,1,0,1
562,2012-08-13,11229,Monday,3,8,2012,,,,,563,0,0,1
563,2012-08-14,11229,Tuesday,4,8,2012,,,,,564,1,0,0
564,2012-08-15,11229,Wednesday,5,8,2012,,,,,565,1,0,1
565,2012-08-16,11229,Thursday,6,8,2012,,,,,566,0,0,0
566,2012-08-17,11229,Friday,7,8,2012,,,,,567,0,0,0
567,2012-08-18,11230,Saturday,1,8,2012,,,,,568,0,0,0
568,2012-08-19,11230,Sunday,2,8,2012,Eid al-Fitr,Religious,,,569,0,0,0
569,2012-08-20,11230,Monday,3,8,2012,,,,,570,0,0,0
570,2012-08-21,11230,Tuesday,4,8,2012,,,,,571,0,0,0
571,2012-08-22,11230,Wednesday,5,8,2012,,,,,572,0,0,0
572,2012-08-23,11230,Thursday,6,8,2012,,,,,573,0,0,0
573,2012-08-24,11230,Friday,7,8,2012,,,,,574,0,0,0
574,2012-08-25,11231,Saturday,1,8,2012,,,,,575,0,0,0
575,2012-08-26,11231,Sunday,2,8,2012,,,,,576,0,0,0
576,2012-08-27,11231,Monday,3,8,2012,,,,,577,0,0,0
577,2012-08-28,11231,Tuesday,4,8,2012,,,,,578,0,0,0
578,2012-08-29,11231,Wednesday,5,8,2012,,,,,579,0,0,0
579,2012-08-30,11231,Thursday,6,8,2012,,,,,580,0,0,0
580,2012-08-31,11231,Friday,7,8,2012,,,,,581,0,0,0
581,2012-09-01,11232,Saturday,1,9,2012,,,,,582,0,1,1
582,2012-09-02,11232,Sunday,2,9,2012,,,,,583,1,1,0
583,2012-09-03,11232,Monday,3,9,2012,LaborDay,National,,,584,1,1,1
584,2012-09-04,11232,Tuesday,4,9,2012,,,,,585,0,1,0
585,2012-09-05,11232,Wednesday,5,9,2012,,,,,586,1,1,1
586,2012-09-06,11232,Thursday,6,9,2012,,,,,587,1,1,1
587,2012-09-07,11232,Friday,7,9,2012,,,,,588,0,1,1
588,2012-09-08,11233,Saturday,1,9,2012,,,,,589,1,1,0
589,2012-09-09,11233,Sunday,2,9,2012,,,,,590,1,1,1
590,2012-09-10,11233,Monday,3,9,2012,,,,,591,0,1,0
591,2012-09-11,11233,Tuesday,4,9,2012,,,,,592,1,0,1
592,2012-09-12,11233,Wednesday,5,9,2012,,,,,593,1,0,1
593,2012-09-13,11233,Thursday,6,9,2012,,,,,594,0,0,1
594,2012-09-14,11233,Friday,7,9,2012,,,,,595,1,0,0
595,2012-09-15,11234,Saturday,1,9,2012,,,,,596,1,0,1
596,2012-09-16,11234,Sunday,2,9,2012,,,,,597,0,0,0
597,2012-09-17,11234,Monday,3,9,2012,,,,,598,0,0,0
598,2012-09-18,11234,Tuesday,4,9,2012,,,,,599,0,0,0
599,2012-09-19,11234,Wednesday,5,9,2012,,,,,600,0,0,0
600,2012-09-20,11234,Thursday,6,9,2012,,,,,601,0,0,0
601,2012-09-21,11234,Friday,7,9,2012,,,,,602,0,0,0
602,2012-09-22,11235,Saturday,1,9,2012,,,,,603,0,0,0
603,2012-09-23,11235,Sunday,2,9,2012,,,,,604,0,0,0
604,2012-09-24,11235,Monday,3,9,2012,,,,,605,0,0,0
605,2012-09-25,11235,Tuesday,4,9,2012,,,,,606,0,0,0
606,2012-09-26,11235,Wednesday,5,9,2012,,,,,607,0,0,0
607,2012-09-27,11235,Thursday,6,9,2012,,,,,608,0,0,0
608,2012-09-28,11235,Friday,7,9,2012,,,,,609,0,0,0
609,2012-09-29,11236,Saturday,1,9,2012,,,,,610,0,0,0
610,2012-09-30,11236,Sunday,2,9,2012,,,,,611,0,0,0
611,2012-10-01,11236,Monday,3,10,2012,,,,,612,0,1,1
612,2012-10-02,11236,Tuesday,4,10,2012,,,,,613,1,1,0
613,2012-10-03,11236,Wednesday,5,10,2012,,,,,614,1,1,1
614,2012-10-04,11236,Thursday,6,10,2012,,,,,615,0,1,0
615,2012-10-05,11236,Friday,7,10,2012,,,,,616,1,1,1
616,2012-10-06,11237,Saturday,1,10,2012,,,,,617,1,1,1
617,2012-10-07,11237,Sunday,2,10,2012,,,,,618,0,1,1
618,2012-10-08,11237,Monday,3,10,2012,ColumbusDay,National,,,619,1,1,0
619,2012-10-09,11237,Tuesday,4,10,2012,,,,,620,1,1,1
620,2012-10-10,11237,Wednesday,5,10,2012,,,,,621,0,1,0
621,2012-10-11,11237,Thursday,6,10,2012,,,,,622,1,0,1
622,2012-10-12,11237,Friday,7,10,2012,,,,,623,1,0,1
623,2012-10-13,11238,Saturday,1,10,2012,,,,,624,0,0,1
624,2012-10-14,11238,Sunday,2,10,2012,,,,,625,1,0,0
625,2012-10-15,11238,Monday,3,10,2012,,,,,626,1,0,1
626,2012-10-16,11238,Tuesday,4,10,2012,,,,,627,0,0,0
627,2012-10-17,11238,Wednesday,5,10,2012,,,,,628,0,0,0
628,2012-10-18,11238,Thursday,6,10,2012,,,,,629,0,0,0
629,2012-10-19,11238,Friday,7,10,2012,,,,,630,0,0,0
630,2012-10-20,11239,Saturday,1,10,2012,,,,,631,0,0,0
631,2012-10-21,11239,Sunday,2,10,2012,,,,,632,0,0,0
632,2012-10-22,11239,Monday,3,10,2012,,,,,633,0,0,0
633,2012-10-23,11239,Tuesday,4,10,2012,,,,,634,0,0,0
634,2012-10-24,11239,Wednesday,5,10,2012,,,,,635,0,0,0
635,2012-10-25,11239,Thursday,6,10,2012,,,,,636,0,0,0
636,2012-10-26,11239,Friday,7,10,2012,EidAlAdha,Religious,,,637,0,0,0
637,2012-10-27,11240,Saturday,1,10,2012,,,,,638,0,0,0
638,2012-10-28,11240,Sunday,2,10,2012,,,,,639,0,0,0
639,2012-10-29,11240,Monday,3,10,2012,,,,,640,0,0,0
640,2012-10-30,11240,Tuesday,4,10,2012,,,,,641,0,0,0
641,2012-10-31,11240,Wednesday,5,10,2012,Halloween,Cultural,,,642,0,0,0
642,2012-11-01,11240,Thursday,6,11,2012,,,,,643,0,1,1
643,2012-11-02,11240,Friday,7,11,2012,,,,,644,1,1,0
644,2012-11-03,11241,Saturday,1,11,2012,,,,,645,1,1,1
645,2012-11-04,11241,Sunday,2,11,2012,,,,,646,0,1,0
646,2012-11-05,11241,Monday,3,11,2012,,,,,647,1,1,1
647,2012-11-06,11241,Tuesday,4,11,2012,,,,,648,1,1,1
648,2012-11-07,11241,Wednesday,5,11,2012,,,,,649,0,1,1
649,2012-11-08,11241,Thursday,6,11,2012,,,,,650,1,1,0
650,2012-11-09,11241,Friday,7,11,2012,,,,,651,1,1,1
651,2012-11-10,11242,Saturday,1,11,2012,,,,,652,0,1,0
652,2012-11-11,11242,Sunday,2,11,2012,VeteransDay,National,,,653,1,0,1
653,2012-11-12,11242,Monday,3,11,2012,,,,,654,1,0,1
654,2012-11-13,11242,Tuesday,4,11,2012,,,,,655,0,0,1
655,2012-11-14,11242,Wednesday,5,11,2012,,,,,656,1,0,0
656,2012-11-15,11242,Thursday,6,11,2012,,,,,657,1,0,1
657,2012-11-16,11242,Friday,7,11,2012,,,,,658,0,0,0
658,2012-11-17,11243,Saturday,1,11,2012,,,,,659,0,0,0
659,2012-11-18,11243,Sunday,2,11,2012,,,,,660,0,0,0
660,2012-11-19,11243,Monday,3,11,2012,,,,,661,0,0,0
661,2012-11-20,11243,Tuesday,4,11,2012,,,,,662,0,0,0
662,2012-11-21,11243,Wednesday,5,11,2012,,,,,663,0,0,0
663,2012-11-22,11243,Thursday,6,11,2012,Thanksgiving,National,,,664,0,0,0
664,2012-11-23,11243,Friday,7,11,2012,,,,,665,0,0,0
665,2012-11-24,11244,Saturday,1,11,2012,,,,,666,0,0,0
666,2012-11-25,11244,Sunday,2,11,2012,,,,,667,0,0,0
667,2012-11-26,11244,Monday,3,11,2012,,,,,668,0,0,0
668,2012-11-27,11244,Tuesday,4,11,2012,,,,,669,0,0,0
669,2012-11-28,11244,Wednesday,5,11,2012,,,,,670,0,0,0
670,2012-11-29,11244,Thursday,6,11,2012,,,,,671,0,0,0
671,2012-11-30,11244,Friday,7,11,2012,,,,,672,0,0,0
672,2012-12-01,11245,Saturday,1,12,2012,,,,,673,0,1,1
673,2012-12-02,11245,Sunday,2,12,2012,,,,,674,1,1,0
674,2012-12-03,11245,Monday,3,12,2012,,,,,675,1,1,1
675,2012-12-04,11245,Tuesday,4,12,2012,,,,,676,0,1,0
676,2012-12-05,11245,Wednesday,5,12,2012,,,,,677,1,1,1
677,2012-12-06,11245,Thursday,6,12,2012,,,,,678,1,1,1
678,2012-12-07,11245,Friday,7,12,2012,,,,,679,0,1,1
679,2012-12-08,11246,Saturday,1,12,2012,,,,,680,1,1,0
680,2012-12-09,11246,Sunday,2,12,2012,,,,,681,1,1,1
681,2012-12-10,11246,Monday,3,12,2012,,,,,682,0,1,0
682,2012-12-11,11246,Tuesday,4,12,2012,,,,,683,1,0,1
683,2012-12-12,11246,Wednesday,5,12,2012,,,,,684,1,0,1
684,2012-12-13,11246,Thursday,6,12,2012,,,,,685,0,0,1
685,2012-12-14,11246,Friday,7,12,2012,,,,,686,1,0,0
686,2012-12-15,11247,Saturday,1,12,2012,,,,,687,1,0,1
687,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,,,688,0,0,0
688,2012-12-17,11247,Monday,3,12,2012,,,,,689,0,0,0
689,2012-12-18,11247,Tuesday,4,12,2012,,,,,690,0,0,0
690,2012-12-19,11247,Wednesday,5,12,2012,,,,,691,0,0,0
691,2012-12-20,11247,Thursday,6,12,2012,,,,,692,0,0,0
692,2012-12-21,11247,Friday,7,12,2012,,,,,693,0,0,0
693,2012-12-22,11248,Saturday,1,12,2012,,,,,694,0,0,0
694,2012-12-23,11248,Sunday,2,12,2012,,,,,695,0,0,0
695,2012-12-24,11248,Monday,3,12,2012,,,,,696,0,0,0
696,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,,,697,0,0,0
697,2012-12-26,11248,Wednesday,5,12,2012,,,,,698,0,0,0
698,2012-12-27,11248,Thursday,6,12,2012,,,,,699,0,0,0
699,2012-12-28,11248,Friday,7,12,2012,,,,,700,0,0,0
700,2012-12-29,11249,Saturday,1,12,2012,,,,,701,0,0,0
701,2012-12-30,11249,Sunday,2,12,2012,,,,,702,0,0,0
702,2012-12-31,11249,Monday,3,12,2012,,,,,703,0,0,0
703,2013-01-01,11249,Tuesday,4,1,2013,NewYear,National,,,704,0,1,1
704,2013-01-02,11249,Wednesday,5,1,2013,,,,,705,1,1,0
705,2013-01-03,11249,Thursday,6,1,2013,,,,,706,1,1,1
706,2013-01-04,11249,Friday,7,1,2013,,,,,707,0,1,0
707,2013-01-05,11250,Saturday,1,1,2013,,,,,708,1,1,1
708,2013-01-06,11250,Sunday,2,1,2013,,,,,709,1,1,1
709,2013-01-07,11250,Monday,3,1,2013,OrthodoxChristmas,Religious,,,710,0,1,1
710,2013-01-08,11250,Tuesday,4,1,2013,,,,,711,1,1,0
711,2013-01-09,11250,Wednesday,5,1,2013,,,,,712,1,1,1
712,2013-01-10,11250,Thursday,6,1,2013,,,,,713,0,1,0
713,2013-01-11,11250,Friday,7,1,2013,,,,,714,1,0,1
714,2013-01-12,11251,Saturday,1,1,2013,,,,,715,1,0,1
715,2013-01-13,11251,Sunday,2,1,2013,,,,,716,0,0,1
716,2013-01-14,11251,Monday,3,1,2013,,,,,717,1,0,0
717,2013-01-15,11251,Tuesday,4,1,2013,,,,,718,1,0,1
718,2013-01-16,11251,Wednesday,5,1,2013,,,,,719,0,0,0
719,2013-01-17,11251,Thursday,6,1,2013,,,,,720,0,0,0
720,2013-01-18,11251,Friday,7,1,2013,,,,,721,0,0,0
721,2013-01-19,11252,Saturday,1,1,2013,,,,,722,0,0,0
722,2013-01-20,11252,Sunday,2,1,2013,,,,,723,0,0,0
723,2013-01-21,11252,Monday,3,1,2013,MartinLutherKingDay,National,,,724,0,0,0
724,2013-01-22,11252,Tuesday,4,1,2013,,,,,725,0,0,0
725,2013-01-23,11252,Wednesday,5,1,2013,,,,,726,0,0,0
726,2013-01-24,11252,Thursday,6,1,2013,,,,,727,0,0,0
727,2013-01-25,11252,Friday,7,1,2013,,,,,728,0,0,0
728,2013-01-26,11301,Saturday,1,1,2013,,,,,729,0,0,0
729,2013-01-27,11301,Sunday,2,1,2013,,,,,730,0,0,0
730,2013-01-28,11301,Monday,3,1,2013,,,,,731,0,0,0
731,2013-01-29,11301,Tuesday,4,1,2013,,,,,732,0,0,0
732,2013-01-30,11301,Wednesday,5,1,2013,,,,,733,0,0,0
733,2013-01-31,11301,Thursday,6,1,2013,,,,,734,0,0,0
734,2013-02-01,11301,Friday,7,2,2013,,,,,735,0,1,1
735,2013-02-02,11302,Saturday,1,2,2013,,,,,736,1,1,0
736,2013-02-03,11302,Sunday,2,2,2013,SuperBowl,Sporting,,,737,1,1,1
737,2013-02-04,11302,Monday,3,2,2013,,,,,738,0,1,0
738,2013-02-05,11302,Tuesday,4,2,2013,,,,,739,1,1,1
739,2013-02-06,11302,Wednesday,5,2,2013,,,,,740,1,1,1
740,2013-02-07,11302,Thursday,6,2,2013,,,,,741,0,1,1
741,2013-02-08,11302,Friday,7,2,2013,,,,,742,1,1,0
742,2013-02-09,11303,Saturday,1,2,2013,,,,,743,1,1,1
743,2013-02-10,11303,Sunday,2,2,2013,,,,,744,0,1,0
744,2013-02-11,11303,Monday,3,2,2013,,,,,745,1,0,1
745,2013-02-12,11303,Tuesday,4,2,2013,,,,,746,1,0,1
746,2013-02-13,11303,Wednesday,5,2,2013,LentStart,Religious,,,747,0,0,1
747,2013-02-14,11303,Thursday,6,2,2013,ValentinesDay,Cultural,,,748,1,0,0
748,2013-02-15,11303,Friday,7,2,2013,,,,,749,1,0,1
749,2013-02-16,11304,Saturday,1,2,2013,,,,,750,0,0,0
750,2013-02-17,11304,Sunday,2,2,2013,,,,,751,0,0,0
751,2013-02-18,11304,Monday,3,2,2013,PresidentsDay,National,,,752,0,0,0
752,2013-02-19,11304,Tuesday,4,2,2013,,,,,753,0,0,0
